event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,date,month,day
2019-11-01 02:57:40+00:00,view,13400599,2053013557066334713,,,167.29,530773648,86c5cd2d-2a11-4073-ad4e-a783d40a7674,2019-11-01,11,1
2019-10-01 05:10:02+00:00,view,12301111,2053013556311359947,construction.tools.drill,dewalt,220.41,552807394,c6daf1fa-9614-42c5-98e5-d15d2b3854c9,2019-10-01,10,1
2019-11-01 01:55:49+00:00,view,1004668,2053013555631882655,electronics.smartphone,bq,112.2,563944256,51266512-42b4-4a46-8336-d1fb709833ae,2019-11-01,11,1
2019-10-01 04:40:50+00:00,view,4804055,2053013554658804075,electronics.audio.headphone,apple,188.73,555160144,ad7b7757-40aa-425c-b3fd-2b50b35012c8,2019-10-01,10,1
2019-10-01 06:40:03+00:00,view,32801022,2055156924273394455,,,163.02,522324933,590d629f-9b45-402e-b65c-1b4fed343673,2019-10-01,10,1
2019-10-01 05:42:58+00:00,view,2400665,2053013563743667055,appliances.kitchen.hood,turboair,46.31,524289449,294bc361-77d7-1e08-38fb-9974b6d1571e,2019-10-01,10,1
2019-11-01 04:02:21+00:00,view,1004833,2053013555631882655,electronics.smartphone,samsung,172.23,521155028,6632f35b-81f2-4f57-bb72-28b7c9e14a2e,2019-11-01,11,1
2019-11-01 03:56:08+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,560760844,3b9599d2-3196-426f-b829-2945562c9eac,2019-11-01,11,1
2019-10-01 07:20:13+00:00,view,1004871,2053013555631882655,electronics.smartphone,samsung,286.68,555525665,83b40f69-71f9-4c21-822c-4b4fe5aae7cb,2019-10-01,10,1
2019-10-01 04:07:43+00:00,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,103.08,529005169,de42ee1a-cc0a-41df-9b92-8bca74c5b1f8,2019-10-01,10,1
2019-10-01 05:42:38+00:00,view,15901906,2053013558190408249,,dauscher,12.02,533177418,3a307e21-becb-4a78-8912-2dc477976f62,2019-10-01,10,1
2019-10-01 03:21:14+00:00,view,8500095,2053013552259662037,,bosch,1009.8,530502819,83a0ef37-1c26-4565-96a3-42947aaddbd2,2019-10-01,10,1
2019-11-01 03:14:09+00:00,view,5700860,2053013553970938175,auto.accessories.player,kenwood,92.67,533975728,72905361-92c6-44d8-aa4b-9a33287b7eb3,2019-11-01,11,1
2019-11-01 02:31:52+00:00,view,12711174,2053013553559896355,,triangle,31.92,513429184,8856b5ba-db59-4328-b7dc-84ed422e741a,2019-11-01,11,1
2019-10-01 03:22:05+00:00,view,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,555470594,662dc3b7-febd-4ccd-9c55-00dfc6e7d852,2019-10-01,10,1
2019-10-01 05:56:57+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.76,526930943,822fc34f-2016-40e3-81c4-099cf337ddd1,2019-10-01,10,1
2019-10-01 03:13:20+00:00,view,3800821,2053013566176363511,appliances.iron,tefal,79.77,517591424,d7fedf03-0440-4e05-b756-261bd9e14e06,2019-10-01,10,1
2019-10-01 07:23:18+00:00,view,21407374,2053013561579406073,electronics.clocks,casio,44.53,516807837,b648998f-3dcf-4fd7-ad6b-c803271eac39,2019-10-01,10,1
2019-11-01 03:19:59+00:00,cart,1005014,2053013555631882655,electronics.smartphone,samsung,503.09,530676551,0293995b-dece-4b4b-8931-8921586e7896,2019-11-01,11,1
2019-11-01 04:39:03+00:00,view,1004708,2053013555631882655,electronics.smartphone,huawei,151.99,516312308,5e495b1a-1465-4043-ae0a-4e220535a366,2019-11-01,11,1
2019-11-01 05:42:08+00:00,view,4700542,2053013560899928785,auto.accessories.videoregister,anytek,79.8,551176522,0f520f52-9bce-4bc3-83dc-89d96a7f88a2,2019-11-01,11,1
2019-11-01 02:53:06+00:00,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,189.97,563183219,691c5de0-7c68-49e5-80da-a0202d9bba01,2019-11-01,11,1
2019-11-01 04:22:30+00:00,view,2601810,2053013563970159485,,artel,153.74,528019800,ac94834a-b064-4b76-a106-a397c21f3d94,2019-11-01,11,1
2019-11-01 02:56:42+00:00,view,26401407,2053013563651392361,,lucente,135.14,563913862,e009e5b0-97ee-4b3a-8544-03cbc5b31e98,2019-11-01,11,1
2019-10-01 06:27:29+00:00,view,17301531,2053013553853497655,,,128.7,547467071,021b0af5-9f5c-431c-a10f-3f1476113ae2,2019-10-01,10,1
2019-11-01 05:02:34+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,128.42,518518970,b5545e90-2434-4ce0-a922-ad31a248dbd3,2019-11-01,11,1
2019-11-01 01:40:55+00:00,view,1003306,2053013555631882655,electronics.smartphone,apple,577.89,512423641,dab118b7-9623-4966-98b5-c62f3e4ad1f7,2019-11-01,11,1
2019-11-01 06:19:06+00:00,view,6701011,2053013554247762257,computers.components.videocards,palit,263.2,514920264,e0392473-21ba-402f-8d97-1bb14853fc27,2019-11-01,11,1
2019-10-01 05:49:15+00:00,view,4804055,2053013554658804075,electronics.audio.headphone,apple,188.73,516332865,f7a0a847-f49c-4278-a8be-6f9f2fa47bf7,2019-10-01,10,1
2019-11-01 03:23:49+00:00,view,21406048,2053013561579406073,electronics.clocks,versace,1068.56,516499094,d1cbccb8-9fda-494a-bc61-5217a23f3f96,2019-11-01,11,1
2019-10-01 05:44:46+00:00,view,12301488,2053013556311359947,construction.tools.drill,dwt,49.68,526005380,d54a49a5-d81c-48f1-8146-3e2a8845a5d1,2019-10-01,10,1
2019-11-01 06:17:12+00:00,view,26404138,2053013563651392361,,,233.62,537972582,4488e77a-9901-4c4b-b162-47a224ceab51,2019-11-01,11,1
2019-11-01 02:50:06+00:00,view,5100571,2053013553341792533,electronics.clocks,apple,431.93,512791219,46bcf068-02b3-4f3b-8651-0b03db8aae47,2019-11-01,11,1
2019-10-01 07:03:28+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,738.61,512920481,5771bd37-6f3b-4cf4-b50c-2e4a45b3f610,2019-10-01,10,1
2019-11-01 03:56:46+00:00,view,12701402,2053013553559896355,,yokohama,95.5,533046411,2594856b-8b0f-44b1-9745-0949a216919b,2019-11-01,11,1
2019-10-01 04:29:57+00:00,view,2700614,2053013563911439225,appliances.kitchen.refrigerators,indesit,373.21,541965996,e309852b-fa89-48b6-80b8-224601c13359,2019-10-01,10,1
2019-11-01 04:02:20+00:00,view,26200134,2053013563693335403,,,183.02,532571372,d3dc60ba-06ea-4a00-a81c-ca29a224d1eb,2019-11-01,11,1
2019-10-01 02:27:35+00:00,view,2601779,2053013563970159485,,artel,174.78,555463241,93ffce9b-c560-4451-9664-936ec11f0815,2019-10-01,10,1
2019-10-01 03:58:05+00:00,view,1201512,2172371436436455782,electronics.tablet,samsung,823.42,544307614,a0f6a374-0a6f-4136-98fb-47d1f0b1285b,2019-10-01,10,1
2019-11-01 06:44:36+00:00,view,28718612,2053013565639492569,apparel.shoes,respect,79.02,513618387,4313aa75-5f0f-4af4-b9a7-a52c6d6879e6,2019-11-01,11,1
2019-11-01 02:39:04+00:00,cart,4804409,2053013554658804075,electronics.audio.headphone,elari,61.65,554174428,6eb232b1-0ff0-433e-9f92-ad416b33564c,2019-11-01,11,1
2019-10-01 06:10:40+00:00,view,1004210,2053013555631882655,electronics.smartphone,samsung,95.21,555505793,02d3d5f3-bf0d-4912-877c-41e164ba1ace,2019-10-01,10,1
